C-SDB_TIT-0;C-W96-0;C-C93-2;F-ANK;F-UEB
197311;W96-1;01;1792;14288
197311;W96-1;02;3845;18901
197311;W96-1;53;2;23
197311;W96-1;12;582;1788
197311;W96-1;05;3;18
197311;W96-1;11;3;3
197311;W96-1;14;8;73
197311;W96-1;15;4;4
197311;W96-1;20;276;392
197311;W96-1;22;26;77
197311;W96-1;23;4;22
197311;W96-1;25;22;46
197311;W96-1;27;6;7
197311;W96-1;29;2;24
197311;W96-1;31;6;69
197311;W96-1;32;58;326
197311;W96-1;34;4;4
197311;W96-1;38;72;202
197311;W96-1;39;16;45
197311;W96-1;16;5;8
197311;W96-1;40;129;146
197311;W96-1;06;1;5
197311;W96-1;35;4;4
197311;W96-2;01;3300;5990
197311;W96-2;02;8219;17911
197311;W96-2;53;45;279
197311;W96-2;12;1968;7366
197311;W96-2;04;6;6
197311;W96-2;05;27;30
197311;W96-2;08;6;6
197311;W96-2;11;16;25
197311;W96-2;13;20;25
197311;W96-2;14;162;188
197311;W96-2;15;37;38
197311;W96-2;30;45;45
197311;W96-2;18;2;2
197311;W96-2;19;5;5
197311;W96-2;20;997;1353
197311;W96-2;21;11;11
197311;W96-2;22;438;1258
197311;W96-2;23;50;70
197311;W96-2;24;4;4
197311;W96-2;25;220;337
197311;W96-2;26;3;7
197311;W96-2;27;9;28
197311;W96-2;28;1;1
197311;W96-2;29;8;10
197311;W96-2;31;32;99
197311;W96-2;32;197;337
197311;W96-2;33;7;91
197311;W96-2;34;1;1
197311;W96-2;17;4;4
197311;W96-2;36;42;64
197311;W96-2;38;17;18
197311;W96-2;39;198;319
197311;W96-2;16;118;148
197311;W96-2;37;5;8
197311;W96-2;40;141;222
197311;W96-2;03;7;7
197311;W96-2;06;50;139
197311;W96-2;35;12;15
197311;W96-3;01;11787;81012
197311;W96-3;02;15564;84191
197311;W96-3;53;101;828
197311;W96-3;12;3399;13200
197311;W96-3;04;5;7
197311;W96-3;05;37;61
197311;W96-3;07;8;84
197311;W96-3;08;18;38
197311;W96-3;11;73;105
197311;W96-3;13;14;22
197311;W96-3;14;89;215
197311;W96-3;15;25;230
197311;W96-3;30;19;55
197311;W96-3;18;1;33
197311;W96-3;19;13;165
197311;W96-3;20;307;586
197311;W96-3;21;3;29
197311;W96-3;22;558;3718
197311;W96-3;23;39;72
197311;W96-3;24;1;1
197311;W96-3;25;167;1032
197311;W96-3;26;19;27
197311;W96-3;27;47;220
197311;W96-3;28;5;15
197311;W96-3;29;19;54
197311;W96-3;31;79;352
197311;W96-3;32;284;1078
197311;W96-3;33;13;33
197311;W96-3;34;6;17
197311;W96-3;17;9;17
197311;W96-3;36;44;99
197311;W96-3;38;108;411
197311;W96-3;39;169;466
197311;W96-3;16;148;410
197311;W96-3;37;1;5
197311;W96-3;40;125;821
197311;W96-3;03;9;9
197311;W96-3;06;41;257
197311;W96-3;35;47;242
197311;W96-4;01;8897;43634
197311;W96-4;02;18646;123446
197311;W96-4;53;195;1032
197311;W96-4;12;6615;38112
197311;W96-4;04;9;30
197311;W96-4;05;32;37
197311;W96-4;07;2;2
197311;W96-4;08;5;15
197311;W96-4;11;49;128
197311;W96-4;13;17;21
197311;W96-4;14;281;532
197311;W96-4;15;49;92
197311;W96-4;30;32;35
197311;W96-4;18;1;1
197311;W96-4;19;2;2
197311;W96-4;20;434;1069
197311;W96-4;21;82;117
197311;W96-4;22;746;4561
197311;W96-4;23;45;93
197311;W96-4;24;3;5
197311;W96-4;25;165;795
197311;W96-4;26;21;49
197311;W96-4;27;104;837
197311;W96-4;28;5;9
197311;W96-4;29;21;68
197311;W96-4;31;96;267
197311;W96-4;32;549;2698
197311;W96-4;33;28;46
197311;W96-4;34;4;7
197311;W96-4;17;10;42
197311;W96-4;36;52;134
197311;W96-4;38;181;686
197311;W96-4;39;201;703
197311;W96-4;16;223;944
197311;W96-4;37;12;14
197311;W96-4;40;134;484
197311;W96-4;03;22;23
197311;W96-4;06;75;224
197311;W96-4;35;59;178
197311;W96-5;01;6115;18788
197311;W96-5;02;18250;67920
197311;W96-5;53;135;913
197311;W96-5;12;12504;37800
197311;W96-5;04;31;58
197311;W96-5;05;236;401
197311;W96-5;07;31;42
197311;W96-5;08;49;109
197311;W96-5;11;261;2253
197311;W96-5;13;83;251
197311;W96-5;14;449;1225
197311;W96-5;15;145;328
197311;W96-5;30;15;59
197311;W96-5;18;7;9
197311;W96-5;19;47;160
197311;W96-5;20;1207;1873
197311;W96-5;21;178;469
197311;W96-5;22;1582;3848
197311;W96-5;23;239;575
197311;W96-5;24;30;49
197311;W96-5;25;304;741
197311;W96-5;26;67;269
197311;W96-5;27;94;323
197311;W96-5;28;12;16
197311;W96-5;29;41;180
197311;W96-5;31;344;1503
197311;W96-5;32;783;1399
197311;W96-5;33;187;367
197311;W96-5;34;54;211
197311;W96-5;17;30;154
197311;W96-5;36;203;469
197311;W96-5;38;152;336
197311;W96-5;39;2898;8707
197311;W96-5;16;1223;3535
197311;W96-5;37;73;107
197311;W96-5;40;864;2313
197311;W96-5;03;40;52
197311;W96-5;06;154;425
197311;W96-5;35;277;861
197311;W96-6;01;11188;38012
197311;W96-6;02;26560;97073
197311;W96-6;53;197;690
197311;W96-6;12;4175;15995
197311;W96-6;04;2;2
197311;W96-6;05;44;85
197311;W96-6;07;3;9
197311;W96-6;08;82;153
197311;W96-6;11;60;218
197311;W96-6;13;14;23
197311;W96-6;14;206;413
197311;W96-6;15;240;441
197311;W96-6;30;135;161
197311;W96-6;18;2;2
197311;W96-6;19;11;15
197311;W96-6;20;746;1358
197311;W96-6;21;23;50
197311;W96-6;22;1929;5099
197311;W96-6;23;115;283
197311;W96-6;25;163;284
197311;W96-6;26;11;42
197311;W96-6;27;119;624
197311;W96-6;28;1;2
197311;W96-6;29;11;54
197311;W96-6;31;105;151
197311;W96-6;32;347;770
197311;W96-6;33;26;35
197311;W96-6;34;8;8
197311;W96-6;17;14;14
197311;W96-6;36;531;625
197311;W96-6;38;208;636
197311;W96-6;39;505;753
197311;W96-6;16;347;603
197311;W96-6;37;27;54
197311;W96-6;40;317;1055
197311;W96-6;03;15;66
197311;W96-6;06;113;269
197311;W96-6;35;147;385
197311;W96-7;01;4259;8614
197311;W96-7;02;13275;33301
197311;W96-7;53;265;765
197311;W96-7;12;14772;49956
197311;W96-7;04;47;135
197311;W96-7;05;403;618
197311;W96-7;07;42;54
197311;W96-7;08;27;55
197311;W96-7;11;112;148
197311;W96-7;13;175;285
197311;W96-7;14;773;1595
197311;W96-7;15;91;185
197311;W96-7;30;94;172
197311;W96-7;18;42;74
197311;W96-7;19;61;179
197311;W96-7;20;2361;4141
197311;W96-7;21;401;616
197311;W96-7;22;369;762
197311;W96-7;23;485;740
197311;W96-7;24;18;31
197311;W96-7;25;558;1529
197311;W96-7;26;517;710
197311;W96-7;27;120;241
197311;W96-7;28;22;32
197311;W96-7;29;13;40
197311;W96-7;31;915;1701
197311;W96-7;32;1252;2935
197311;W96-7;33;375;527
197311;W96-7;34;61;99
197311;W96-7;17;47;82
197311;W96-7;36;87;233
197311;W96-7;38;83;167
197311;W96-7;39;4033;6703
197311;W96-7;16;1622;6103
197311;W96-7;37;78;115
197311;W96-7;40;137;418
197311;W96-7;03;6;10
197311;W96-7;06;275;1287
197311;W96-7;35;344;1172
197311;W96-8;01;1155;2498
197311;W96-8;02;4720;11762
197311;W96-8;53;69;94
197311;W96-8;12;4684;24411
197311;W96-8;05;22;52
197311;W96-8;07;11;16
197311;W96-8;08;34;34
197311;W96-8;11;58;171
197311;W96-8;13;6;10
197311;W96-8;14;233;482
197311;W96-8;15;16;22
197311;W96-8;30;6;7
197311;W96-8;19;8;12
197311;W96-8;20;263;399
197311;W96-8;21;4;5
197311;W96-8;22;188;363
197311;W96-8;23;36;52
197311;W96-8;25;139;428
197311;W96-8;26;8;15
197311;W96-8;27;12;31
197311;W96-8;28;5;8
197311;W96-8;31;45;130
197311;W96-8;32;598;1175
197311;W96-8;33;17;70
197311;W96-8;34;15;45
197311;W96-8;36;66;180
197311;W96-8;38;22;27
197311;W96-8;39;177;282
197311;W96-8;16;98;300
197311;W96-8;37;2;3
197311;W96-8;40;82;133
197311;W96-8;03;1;2
197311;W96-8;06;35;198
197311;W96-8;35;5;5
197311;W96-9;02;23308;70137
197311;W96-9;53;127;448
197311;W96-9;12;13555;34669
197311;W96-9;04;131;458
197311;W96-9;05;530;1569
197311;W96-9;07;338;869
197311;W96-9;08;421;1434
197311;W96-9;11;471;1181
197311;W96-9;13;251;596
197311;W96-9;14;1662;4118
197311;W96-9;15;601;2269
197311;W96-9;30;645;1853
197311;W96-9;18;30;75
197311;W96-9;19;306;946
197311;W96-9;20;4091;10772
197311;W96-9;21;1924;3870
197311;W96-9;22;4888;9485
197311;W96-9;23;942;2201
197311;W96-9;24;198;435
197311;W96-9;25;1639;4814
197311;W96-9;26;168;528
197311;W96-9;27;941;3804
197311;W96-9;28;178;503
197311;W96-9;29;349;1122
197311;W96-9;31;1125;3006
197311;W96-9;32;2725;7815
197311;W96-9;33;613;1580
197311;W96-9;34;254;994
197311;W96-9;17;170;494
197311;W96-9;36;457;1250
197311;W96-9;38;2122;8674
197311;W96-9;39;7256;24179
197311;W96-9;16;2724;7585
197311;W96-9;37;360;913
197311;W96-9;40;1415;5176
197311;W96-9;03;178;600
197311;W96-9;06;756;2154
197311;W96-9;35;656;2286
197312;W96-1;01;1215;10183
197312;W96-1;02;1954;9069
197312;W96-1;12;296;686
197312;W96-1;05;3;6
197312;W96-1;11;1;1
197312;W96-1;14;4;55
197312;W96-1;20;107;173
197312;W96-1;22;20;64
197312;W96-1;23;3;3
197312;W96-1;25;1;7
197312;W96-1;27;1;1
197312;W96-1;28;1;29
197312;W96-1;29;3;43
197312;W96-1;31;6;12
197312;W96-1;32;28;73
197312;W96-1;38;18;130
197312;W96-1;39;9;19
197312;W96-1;16;6;11
197312;W96-1;06;2;2
197312;W96-1;35;2;2
197312;W96-2;01;7080;36105
197312;W96-2;02;10560;35526
197312;W96-2;53;815;6613
197312;W96-2;12;14129;96508
197312;W96-2;04;16;24
197312;W96-2;05;99;111
197312;W96-2;07;15;19
197312;W96-2;08;3;18
197312;W96-2;11;208;1057
197312;W96-2;13;6;31
197312;W96-2;14;66;278
197312;W96-2;15;44;90
197312;W96-2;30;124;131
197312;W96-2;19;8;8
197312;W96-2;20;1291;3189
197312;W96-2;21;2;2
197312;W96-2;22;749;1735
197312;W96-2;23;72;181
197312;W96-2;24;2;7
197312;W96-2;25;1082;9262
197312;W96-2;26;5;24
197312;W96-2;27;7;7
197312;W96-2;28;1;1
197312;W96-2;29;3;3
197312;W96-2;31;62;219
197312;W96-2;32;182;658
197312;W96-2;33;19;130
197312;W96-2;34;122;188
197312;W96-2;17;1;1
197312;W96-2;36;49;106
197312;W96-2;38;27;85
197312;W96-2;39;229;831
197312;W96-2;16;295;669
197312;W96-2;40;55;205
197312;W96-2;03;2;2
197312;W96-2;06;318;2892
197312;W96-2;35;7;14
197312;W96-3;01;26975;163669
197312;W96-3;02;13315;69566
197312;W96-3;53;121;817
197312;W96-3;12;2620;11145
197312;W96-3;05;42;75
197312;W96-3;07;0;12
197312;W96-3;08;6;6
197312;W96-3;11;25;74
197312;W96-3;13;10;23
197312;W96-3;14;89;207
197312;W96-3;15;29;237
197312;W96-3;18;2;34
197312;W96-3;19;45;91
197312;W96-3;20;169;428
197312;W96-3;21;8;14
197312;W96-3;22;471;2603
197312;W96-3;23;73;94
197312;W96-3;24;1;1
197312;W96-3;25;208;1251
197312;W96-3;26;7;24
197312;W96-3;27;45;180
197312;W96-3;28;5;5
197312;W96-3;29;26;44
197312;W96-3;31;54;198
197312;W96-3;32;154;504
197312;W96-3;33;9;24
197312;W96-3;34;16;56
197312;W96-3;17;4;4
197312;W96-3;36;36;76
197312;W96-3;38;65;326
197312;W96-3;39;118;382
197312;W96-3;16;134;491
197312;W96-3;37;3;4
197312;W96-3;40;107;839
197312;W96-3;03;9;20
197312;W96-3;06;82;636
197312;W96-3;35;56;229
197312;W96-4;01;10470;54904
197312;W96-4;02;18121;96505
197312;W96-4;53;585;4114
197312;W96-4;12;11708;63609
197312;W96-4;04;4;12
197312;W96-4;05;25;57
197312;W96-4;08;13;13
197312;W96-4;11;141;474
197312;W96-4;13;13;26
197312;W96-4;14;187;447
197312;W96-4;15;84;143
197312;W96-4;30;135;230
197312;W96-4;18;3;3
197312;W96-4;19;35;92
197312;W96-4;20;349;629
197312;W96-4;21;40;127
197312;W96-4;22;486;2412
197312;W96-4;23;43;137
197312;W96-4;25;748;5564
197312;W96-4;26;7;11
197312;W96-4;27;118;797
197312;W96-4;28;2;12
197312;W96-4;29;12;38
197312;W96-4;31;95;258
197312;W96-4;32;361;1173
197312;W96-4;33;15;31
197312;W96-4;34;10;39
197312;W96-4;17;4;21
197312;W96-4;36;83;143
197312;W96-4;38;55;232
197312;W96-4;39;223;766
197312;W96-4;16;281;1040
197312;W96-4;37;2;2
197312;W96-4;40;107;490
197312;W96-4;03;12;36
197312;W96-4;06;306;1575
197312;W96-4;35;48;116
197312;W96-5;01;27199;152765
197312;W96-5;02;32112;143094
197312;W96-5;53;4072;33578
197312;W96-5;12;82463;473513
197312;W96-5;04;36;166
197312;W96-5;05;268;587
197312;W96-5;07;74;171
197312;W96-5;08;27;102
197312;W96-5;11;3112;19731
197312;W96-5;13;128;501
197312;W96-5;14;1040;6017
197312;W96-5;15;515;2039
197312;W96-5;30;208;509
197312;W96-5;18;11;23
197312;W96-5;19;65;185
197312;W96-5;20;1278;3346
197312;W96-5;21;245;482
197312;W96-5;22;1318;3427
197312;W96-5;23;314;1091
197312;W96-5;24;57;159
197312;W96-5;25;6030;47957
197312;W96-5;26;43;188
197312;W96-5;27;79;354
197312;W96-5;28;58;186
197312;W96-5;29;43;110
197312;W96-5;31;2237;14120
197312;W96-5;32;944;3095
197312;W96-5;33;94;329
197312;W96-5;34;447;1080
197312;W96-5;17;36;169
197312;W96-5;36;362;495
197312;W96-5;38;100;351
197312;W96-5;39;3872;13215
197312;W96-5;16;1498;8083
197312;W96-5;37;83;194
197312;W96-5;40;654;3191
197312;W96-5;03;51;168
197312;W96-5;06;3115;24703
197312;W96-5;35;113;419
197312;W96-6;01;35332;196640
197312;W96-6;02;33018;144308
197312;W96-6;53;826;8112
197312;W96-6;12;14315;101666
197312;W96-6;04;6;7
197312;W96-6;05;75;240
197312;W96-6;07;9;17
197312;W96-6;08;26;60
197312;W96-6;11;85;370
197312;W96-6;13;17;92
197312;W96-6;14;189;761
197312;W96-6;15;306;570
197312;W96-6;30;154;206
197312;W96-6;18;1;1
197312;W96-6;19;7;8
197312;W96-6;20;527;1307
197312;W96-6;21;27;288
197312;W96-6;22;1671;4207
197312;W96-6;23;62;218
197312;W96-6;24;3;3
197312;W96-6;25;906;7731
197312;W96-6;26;11;52
197312;W96-6;27;72;488
197312;W96-6;28;1;1
197312;W96-6;29;14;27
197312;W96-6;31;64;239
197312;W96-6;32;362;1210
197312;W96-6;33;14;25
197312;W96-6;34;53;371
197312;W96-6;17;11;15
197312;W96-6;36;502;624
197312;W96-6;38;109;345
197312;W96-6;39;360;1569
197312;W96-6;16;267;677
197312;W96-6;37;15;19
197312;W96-6;40;522;1777
197312;W96-6;03;17;88
197312;W96-6;06;1358;15055
197312;W96-6;35;40;288
197312;W96-7;01;10012;56451
197312;W96-7;02;15157;53837
197312;W96-7;53;6052;48724
197312;W96-7;12;175068;1156571
197312;W96-7;04;44;147
197312;W96-7;05;867;4723
197312;W96-7;07;80;334
197312;W96-7;08;32;164
197312;W96-7;11;1590;9039
197312;W96-7;13;45;243
197312;W96-7;14;4671;37136
197312;W96-7;15;345;2134
197312;W96-7;30;212;313
197312;W96-7;18;47;237
197312;W96-7;19;90;547
197312;W96-7;20;3681;11286
197312;W96-7;21;372;1221
197312;W96-7;22;658;1476
197312;W96-7;23;571;2694
197312;W96-7;24;58;258
197312;W96-7;25;18524;159268
197312;W96-7;26;76;387
197312;W96-7;27;45;184
197312;W96-7;28;65;360
197312;W96-7;29;35;186
197312;W96-7;31;2124;13528
197312;W96-7;32;2336;10824
197312;W96-7;33;180;722
197312;W96-7;34;1045;6780
197312;W96-7;17;31;105
197312;W96-7;36;171;466
197312;W96-7;38;37;103
197312;W96-7;39;5436;23900
197312;W96-7;16;14582;89698
197312;W96-7;37;240;1786
197312;W96-7;40;1093;7570
197312;W96-7;03;38;235
197312;W96-7;06;5982;50213
197312;W96-7;35;164;814
197312;W96-8;01;2033;10751
197312;W96-8;02;4918;19923
197312;W96-8;53;432;3306
197312;W96-8;12;58029;367926
197312;W96-8;04;9;60
197312;W96-8;05;91;707
197312;W96-8;07;180;1465
197312;W96-8;08;2;14
197312;W96-8;11;185;986
197312;W96-8;13;46;374
197312;W96-8;14;1266;9223
197312;W96-8;15;17;40
197312;W96-8;30;113;147
197312;W96-8;18;2;2
197312;W96-8;19;4;31
197312;W96-8;20;364;1412
197312;W96-8;21;59;99
197312;W96-8;22;165;413
197312;W96-8;23;146;933
197312;W96-8;24;8;26
197312;W96-8;25;2922;22685
197312;W96-8;26;15;109
197312;W96-8;27;13;61
197312;W96-8;28;10;21
197312;W96-8;29;1;1
197312;W96-8;31;259;1787
197312;W96-8;32;1465;7641
197312;W96-8;33;29;206
197312;W96-8;34;164;1322
197312;W96-8;17;12;47
197312;W96-8;36;82;184
197312;W96-8;38;17;52
197312;W96-8;39;1247;7078
197312;W96-8;16;1465;9991
197312;W96-8;37;10;20
197312;W96-8;40;169;1149
197312;W96-8;03;7;9
197312;W96-8;06;1027;8800
197312;W96-8;35;61;314
197312;W96-9;02;16873;50224
197312;W96-9;53;103;418
197312;W96-9;12;9580;25664
197312;W96-9;04;135;476
197312;W96-9;05;872;2422
197312;W96-9;07;212;604
197312;W96-9;08;333;1296
197312;W96-9;11;339;956
197312;W96-9;13;162;457
197312;W96-9;14;1089;3044
197312;W96-9;15;948;3494
197312;W96-9;30;860;2479
197312;W96-9;18;31;48
197312;W96-9;19;228;923
197312;W96-9;20;3985;10481
197312;W96-9;21;1043;2045
197312;W96-9;22;2194;5384
197312;W96-9;23;745;1948
197312;W96-9;24;179;365
197312;W96-9;25;1228;4926
197312;W96-9;26;133;307
197312;W96-9;27;680;3221
197312;W96-9;28;147;342
197312;W96-9;29;307;985
197312;W96-9;31;769;2301
197312;W96-9;32;2118;6557
197312;W96-9;33;422;1154
197312;W96-9;34;803;2011
197312;W96-9;17;142;482
197312;W96-9;36;528;1070
197312;W96-9;38;1640;6992
197312;W96-9;39;5021;16609
197312;W96-9;16;2054;6199
197312;W96-9;37;363;1109
197312;W96-9;40;1313;5549
197312;W96-9;03;221;769
197312;W96-9;06;703;2507
197312;W96-9;35;475;1388
197401;W96-1;01;1347;11797
197401;W96-1;02;2133;11417
197401;W96-1;53;2;2
197401;W96-1;12;444;860
197401;W96-1;05;1;1
197401;W96-1;11;1;1
197401;W96-1;14;2;5
197401;W96-1;20;5;7
197401;W96-1;22;17;84
197401;W96-1;23;1;6
197401;W96-1;25;12;22
197401;W96-1;26;6;66
197401;W96-1;28;0;31
197401;W96-1;31;4;4
197401;W96-1;32;21;56
197401;W96-1;38;14;14
197401;W96-1;39;9;10
197401;W96-1;16;17;43
197401;W96-1;40;4;8
197401;W96-2;01;5821;34875
197401;W96-2;02;16247;69224
197401;W96-2;53;486;6488
197401;W96-2;12;8828;114134
197401;W96-2;04;98;104
197401;W96-2;05;103;204
197401;W96-2;07;51;145
197401;W96-2;08;8;34
197401;W96-2;11;39;190
197401;W96-2;13;5;30
197401;W96-2;14;58;146
197401;W96-2;15;69;162
197401;W96-2;30;107;133
197401;W96-2;19;11;81
197401;W96-2;20;908;2803
197401;W96-2;21;7;20
197401;W96-2;22;2708;13355
197401;W96-2;23;86;124
197401;W96-2;25;839;8955
197401;W96-2;26;7;9
197401;W96-2;27;9;15
197401;W96-2;29;10;17
197401;W96-2;31;56;229
197401;W96-2;32;175;528
197401;W96-2;33;14;54
197401;W96-2;34;133;221
197401;W96-2;17;3;5
197401;W96-2;36;67;124
197401;W96-2;38;10;14
197401;W96-2;39;152;541
197401;W96-2;16;118;830
197401;W96-2;40;96;328
197401;W96-2;03;2;19
197401;W96-2;06;109;1349
197401;W96-2;35;22;27
197401;W96-3;01;22043;150994
197401;W96-3;02;17369;98137
197401;W96-3;53;45;311
197401;W96-3;12;2318;9413
197401;W96-3;05;56;111
197401;W96-3;07;2;2
197401;W96-3;08;12;14
197401;W96-3;11;32;99
197401;W96-3;13;17;47
197401;W96-3;14;71;220
197401;W96-3;15;29;168
197401;W96-3;30;9;18
197401;W96-3;19;10;53
197401;W96-3;20;231;566
197401;W96-3;21;7;14
197401;W96-3;22;361;1440
197401;W96-3;23;63;215
197401;W96-3;24;1;8
197401;W96-3;25;98;374
197401;W96-3;26;16;17
197401;W96-3;27;22;120
197401;W96-3;28;2;2
197401;W96-3;29;26;115
197401;W96-3;31;89;397
197401;W96-3;32;122;457
197401;W96-3;33;2;2
197401;W96-3;34;4;4
197401;W96-3;17;2;45
197401;W96-3;36;27;73
197401;W96-3;38;56;416
197401;W96-3;39;110;325
197401;W96-3;16;109;683
197401;W96-3;37;4;37
197401;W96-3;40;80;764
197401;W96-3;03;7;7
197401;W96-3;06;89;376
197401;W96-3;35;18;95
197401;W96-4;01;11220;59121
197401;W96-4;02;23796;116826
197401;W96-4;53;278;3180
197401;W96-4;12;9460;62821
197401;W96-4;04;4;12
197401;W96-4;05;46;106
197401;W96-4;07;11;20
197401;W96-4;08;2;3
197401;W96-4;11;263;393
197401;W96-4;13;26;77
197401;W96-4;14;175;427
197401;W96-4;15;46;99
197401;W96-4;30;17;184
197401;W96-4;18;7;31
197401;W96-4;19;9;9
197401;W96-4;20;295;705
197401;W96-4;21;46;134
197401;W96-4;22;446;1966
197401;W96-4;23;35;68
197401;W96-4;24;4;4
197401;W96-4;25;344;2180
197401;W96-4;26;7;65
197401;W96-4;27;146;720
197401;W96-4;28;2;2
197401;W96-4;29;4;5
197401;W96-4;31;103;300
197401;W96-4;32;485;2067
197401;W96-4;33;4;24
197401;W96-4;34;7;52
197401;W96-4;17;2;2
197401;W96-4;36;44;91
197401;W96-4;38;39;106
197401;W96-4;39;368;1180
197401;W96-4;16;268;1843
197401;W96-4;37;3;3
197401;W96-4;40;75;302
197401;W96-4;03;7;43
197401;W96-4;06;124;640
197401;W96-4;35;37;112
197401;W96-5;01;26986;190904
197401;W96-5;02;52086;289375
197401;W96-5;53;2006;25563
197401;W96-5;12;71607;610336
197401;W96-5;04;162;487
197401;W96-5;05;626;2267
197401;W96-5;07;171;497
197401;W96-5;08;20;42
197401;W96-5;11;6254;52156
197401;W96-5;13;287;1896
197401;W96-5;14;504;2412
197401;W96-5;15;198;593
197401;W96-5;30;85;245
197401;W96-5;18;11;33
197401;W96-5;19;52;172
197401;W96-5;20;843;3042
197401;W96-5;21;102;238
197401;W96-5;22;1218;4185
197401;W96-5;23;372;1562
197401;W96-5;24;169;219
197401;W96-5;25;7073;63217
197401;W96-5;26;55;254
197401;W96-5;27;57;286
197401;W96-5;28;45;445
197401;W96-5;29;34;95
197401;W96-5;31;2657;20611
197401;W96-5;32;733;2856
197401;W96-5;33;87;261
197401;W96-5;34;136;1078
197401;W96-5;17;27;125
197401;W96-5;36;168;382
197401;W96-5;38;177;645
197401;W96-5;39;2568;12396
197401;W96-5;16;1898;13321
197401;W96-5;37;214;640
197401;W96-5;40;618;2781
197401;W96-5;03;34;88
197401;W96-5;06;1821;13208
197401;W96-5;35;59;276
197401;W96-6;01;24071;157668
197401;W96-6;02;40826;202475
197401;W96-6;53;541;5633
197401;W96-6;12;10200;79724
197401;W96-6;04;2;2
197401;W96-6;05;52;371
197401;W96-6;07;13;69
197401;W96-6;08;11;11
197401;W96-6;11;51;161
197401;W96-6;13;20;106
197401;W96-6;14;149;431
197401;W96-6;15;356;639
197401;W96-6;19;10;33
197401;W96-6;20;534;1277
197401;W96-6;21;19;97
197401;W96-6;22;1611;4326
197401;W96-6;23;61;258
197401;W96-6;24;2;5
197401;W96-6;25;704;5612
197401;W96-6;26;7;16
197401;W96-6;27;58;163
197401;W96-6;28;4;7
197401;W96-6;29;34;209
197401;W96-6;31;55;201
197401;W96-6;32;232;714
197401;W96-6;33;34;67
197401;W96-6;34;9;85
197401;W96-6;17;2;8
197401;W96-6;36;309;464
197401;W96-6;38;47;189
197401;W96-6;39;247;719
197401;W96-6;16;234;804
197401;W96-6;37;25;25
197401;W96-6;40;311;871
197401;W96-6;03;18;48
197401;W96-6;06;2049;26623
197401;W96-6;35;29;113
197401;W96-7;01;9791;59858
197401;W96-7;02;22575;95757
197401;W96-7;53;4033;40242
197401;W96-7;12;163646;1413013
197401;W96-7;04;1174;1886
197401;W96-7;05;1941;11828
197401;W96-7;07;340;756
197401;W96-7;08;30;184
197401;W96-7;11;2082;16433
197401;W96-7;13;96;546
197401;W96-7;14;2644;19766
197401;W96-7;15;171;947
197401;W96-7;30;29;58
197401;W96-7;18;57;448
197401;W96-7;19;63;298
197401;W96-7;20;3645;11925
197401;W96-7;21;303;1470
197401;W96-7;22;828;3365
197401;W96-7;23;1011;5499
197401;W96-7;24;29;129
197401;W96-7;25;20676;194178
197401;W96-7;26;153;1045
197401;W96-7;27;147;567
197401;W96-7;28;46;294
197401;W96-7;29;13;52
197401;W96-7;31;3830;26529
197401;W96-7;32;2342;11799
197401;W96-7;33;295;806
197401;W96-7;34;1213;11413
197401;W96-7;17;13;37
197401;W96-7;36;108;343
197401;W96-7;38;48;132
197401;W96-7;39;8436;41472
197401;W96-7;16;20205;172879
197401;W96-7;37;249;427
197401;W96-7;40;772;7542
197401;W96-7;03;20;99
197401;W96-7;06;5129;39623
197401;W96-7;35;193;827
197401;W96-8;01;1982;11010
197401;W96-8;02;6992;29175
197401;W96-8;53;245;3241
197401;W96-8;12;56846;486678
197401;W96-8;04;50;512
197401;W96-8;05;242;1917
197401;W96-8;07;33;362
197401;W96-8;08;2;3
197401;W96-8;11;141;1105
197401;W96-8;13;15;142
197401;W96-8;14;762;4670
197401;W96-8;15;28;37
197401;W96-8;30;29;246
197401;W96-8;18;6;31
197401;W96-8;19;10;98
197401;W96-8;20;323;1140
197401;W96-8;21;10;94
197401;W96-8;22;133;357
197401;W96-8;23;186;1227
197401;W96-8;24;4;22
197401;W96-8;25;2325;21484
197401;W96-8;26;27;153
197401;W96-8;27;9;54
197401;W96-8;28;9;32
197401;W96-8;29;1;22
197401;W96-8;31;132;1111
197401;W96-8;32;1753;8088
197401;W96-8;33;17;50
197401;W96-8;34;148;1931
197401;W96-8;17;1;1
197401;W96-8;36;39;173
197401;W96-8;38;26;166
197401;W96-8;39;1197;6548
197401;W96-8;16;2257;19836
197401;W96-8;37;3;6
197401;W96-8;40;172;1351
197401;W96-8;03;10;10
197401;W96-8;06;655;5920
197401;W96-8;35;24;66
197401;W96-9;02;18712;59045
197401;W96-9;53;91;430
197401;W96-9;12;8542;22880
197401;W96-9;04;308;897
197401;W96-9;05;1124;3375
197401;W96-9;07;738;1500
197401;W96-9;08;159;516
197401;W96-9;11;321;872
197401;W96-9;13;264;689
197401;W96-9;14;1106;2714
197401;W96-9;15;555;2204
197401;W96-9;30;521;1764
197401;W96-9;18;26;38
197401;W96-9;19;233;953
197401;W96-9;20;1975;5597
197401;W96-9;21;701;1478
197401;W96-9;22;2109;4898
197401;W96-9;23;669;1654
197401;W96-9;24;130;373
197401;W96-9;25;1114;3562
197401;W96-9;26;145;348
197401;W96-9;27;581;2862
197401;W96-9;28;66;172
197401;W96-9;29;188;528
197401;W96-9;31;781;2197
197401;W96-9;32;1728;4719
197401;W96-9;33;299;722
